node_key,difference
0218ce79cf6ccc01529e9eb48f93ef66b27cbba1b1d47c23358ff9ef1c4e68907c,-0.065935
021919beb4c4a3a3fe77ae4cf6b9ad3d64f6ca7e9e2e4f7a3e58f170ca7b95e7e0,-0.000037
02194ba99de882aeb4bf75a0687a0e98661fa69b0c60a8063fa621ab52f24f9b7d,-0.111821
021985c49631d52cbb61861640689058207660a9053a78c49d2c135d19320f3fd0,-0.000037
02198e5458620d939bcfe52b3f357e0c1c1944a8df0adda585c61b2192b5bca437,-0.000038
0219a96d5365d69430c18676a6d9d4a3d729c9bbae6e47f7b46eae46fc59315df7,-0.114434
0219babb757ad90a3b1b2fcd61c1f48d12e8e15808d369466ddc3df88a20cf0162,-0.000037
0219c868b55c082698f83e56ec5d143a605be46b2cc18bb864f643c094c78f9864,-0.000037
0219cfe83c95ed19b6bfba3270defe28d6fb26fa718505c098b0fb341a26ba75eb,-0.000038
021a2f0b84a3cfd5252334ac502c9b4f0e0f90fbebfe23beb1204289dc979ffd9c,-0.116301
021ab68e9df61b17f33ef7ef487bbe533c7d675265254c99bd662615b2fab7e8d7,-0.000037
021abb67729d31f3ed65870886201a1fa1232fb0ae48b0891c0020dd5a356190e0,-0.000038
021aeba98fba619fcc57825ea09e6fc6d031a825fb178728b6e18c191eb602a22a,-0.000037
021b0c944ec5f0331bfe5562bb224220272c6c616701068ac7402123c1c5933a34,-0.107601
021b43ed668dcdcc44683c55d49a4a3cc4a3da2f615c65555012bc6b637e5285be,-0.000037
021b4c04b4f863fef846a7a0cdf1651caac7394e7930dd8bc74f2cc746034e38cf,-0.000038
021b4d81e1b6943a2f877d942a5de6734f61cfddd33434ba67057071a3960b781a,-0.000037
021bebd8eca9ee558694552a0c75a258ebaf86cc7a831aaa64b60d050ef17934c6,-0.000037
021bfca32f5f181882a5fe953bd3909beb3a567cc59fa8d439f34bc9efb26fe254,-0.000037
021cadabf5b9116c313cfced4e3655dc0cf0c8bff4ca18b231d4bd02821842e3c3,-0.000037
021cf6da56c70784f7bbc61964c951c8122119e5336116b4d8e9f461c72bc1155c,-0.000038
021d21c4490c4b1a1eb4147bd829d6c2c16db69ebc186992c76e820bbc4fdd8948,-0.000037
021d6547f8d61bf62f2713e7c52bbd6b5627e25cca134acb8075930ea2712a709b,-0.000037
021e2ba600592ba2bb06ec9a1b07a7463f0ef632247c6c06f4f2a78cc686960ffa,-0.000037
021e475dc5bb843783d59a35131475b1c54ab639e05ba64a8b3c9883273cee19bf,-0.000038
021e633fe053f15b95dbb64c87a3028f7d5c0b9299a0171f2d5d21721bd58c0ff9,-0.000037
021e9d128b757c32d07b356a15d83c958c004d8631fe734dfae89e149a8617f99f,-0.000038
021ec342143f61f183c9337adf5fb1d5acea71c81c968fa3faea0d980540ea9cc1,-0.000038
021f24961175e52744b77fe6d53195dfd192111c57ac5c89c4b5cdda314fe5dcd9,-0.118989
021f5b39a28081b85e3a3042d75f087a932269f4099f36db0d76d9fa0167883445,-0.000037
021f6e759408cb39136368c72dad54ff5086f2befb6ab4c4fe5c87d8ef0c625753,-0.000037
021fad4be4ed44fae9611b6bfa33a7110f4d093ddb0ca2b8fc8a4ca5a0e2e30300,-0.000037
021ffbf1c21bdb8acf1f4c5f0d9a9c0ef5d464970ced185915a4d5c4c239f87541,-0.112418
0220373ee3aa628d92fe4422350a66590c77374f45a5e9baece0fe6b446dd21386,-0.000037
022071c0f074acf04714a2cffa0fd7d2dbb31b51cedcb20207fceb6e67eced9ad0,-0.000037
0220ec41cab436503c0bf8dc23595e9430ec4d73ab8f0b2bd3b43a5ee1720871d1,-0.111784
02216ec4b88b49adbaeee7864bba02ba45e1a6dbdddd1d3a80bd4a956d045f490d,-0.107938
0221d17f40d496ab4411aa20d4982665fcf9073792f149808df6993ac968914d1e,-0.000037
0221e80f39d0b98bfaed4c4e34bd28c097a0ec2688b882d57ea0a9100f73eb4c08,-0.000037
02221624973b83115e1c3dc329113194079fa114903430198eecaa2943132ab1e7,-0.000037
02221a771fd3bb56aa6f096cb5801460b6621186cbb33a60ea8dc3e0376a8c685f,-0.000038
022278a3393c5e7553bb0ea7ebddcb90993626ef4200a0c288dfd534056dc7fa45,-0.112269
022349f7928915b9efd890798071e44593978ffc7179ff7d90a16721df19bbcf19,-0.000038
0223a75f7d1d92fbfbf7bef0ec495e9d5c25f1d094d1d404ab5c53387b5147a528,-0.000038
0223ae43e064bbad57e5a985b2e68463d81e055fba4b828b26856b92d8d15d9e1b,-0.000037
0223cdbc042d3745d1230ff053410a8cc7652f358bbddaab7c7ae740badf8ec47e,-0.000037
0223f6e105230aa3aaeac7224b73cecc883974d81d51ab31f9a6660bdcad28f5c3,-0.000037
02241b0a44760b09b9496d75ab10823ae700ec6c751641054fed05073d0a220518,-0.113612
02243a9bc7dbb2f6c789dd10816f55c596df0afd93882e8f9c3533d0640bcc14b2,-0.121379
022475149a2d078d0b59a2c9de12bad0f72c6f836e76a46a01e4a5f057e028a01a,-0.000038
0224c51720f10466814ea29651e40ea8ad9c39df67ff25208eeae224284fb38145,-0.113724
0224d4fd92f7046846c907610f478c9aff897781fe2ffcceaf69052f458c504ab6,-0.000037
0224e3085809c3ecaa8d1d24da1711b3f9886f49a1b9061aac5a4ee702a6f66cda,-0.000038
022519938314a98022ba25130805c1ba675b9a48c5f0eeee95f9d42f1eee821bb5,-0.114882
02254be4c74a3943e0858922f3e4145b26b03fba7e3a23c9230d0ee752531c817d,-0.000037
0225653540cd199fbeda155c6d5ffc69720c11174748ebb3bbf0984c464616c9d3,-0.000037
0225a17a9315db8b30c90adcbd660bc4c7720fc86f9c93660f5653e3b49d1f4d6b,-0.000038
0225bb67a5d7bb05cbb1d1163373ef8c5d3c162dc143dbc608460898cfb2b82e91,-0.113725
0225c05ea42bcdbb2e78a5775b0c971baefbae9187db1982b22d8c5ec0ed32e20d,-0.000038
02260a5a4e93aeff8099050332f0aa55106464f94e6cc3466c7eee8c7a2761cb6d,-0.119661
02262a91e4f6be0131e599964db0e47df2e0936838b77809024ad007cf0a0f3deb,-0.000038
0226e0d7da207e17ba78f93b001848811053ce5318f9c48ccf653b5ed4fc86e739,-0.101068
02270ba9a180ad3d8cda2609193fc7b14e4c60b567d2ff23471cf85c43fda66cf4,-0.000038
02272f07d79b165c4336f606ff16c2d8fdbd0497806b738aafaab3cec46107a777,-0.000038
022770b9f7453754ef7d9fceb747c70eb43b5679fad4226aef86c2781b65262361,-0.000037
02279c6ba3aea6f26d4f5ed68aea8dbf353c6c752a624fba12326946d4af078733,-0.099985
0227ebde6e5ce3322ac6b53cf4e883772deac69c2aac346a56a61d10495378128f,-0.000037
0227f92fe638263e7660908af531c261088f5496205676be913fb46d93c7e758a1,-0.000038
02280194c015e225df10e583e86dea79a105cba4f422f695120b27d01cc4efd905,-0.000037
0228683af6d03278d08a76b63cdd436777ff913e1918d0417735fc7a3f519ab82b,-0.000037
02286faa0fc5b05fcb926920bbbacad68724712f9af6a1e5f94c860a1f42457aaa,-0.118540
02287097dff23709c7aedb16d36a2b65c233379331f315f3832d38220ea6719f85,-0.112194
0228921be50e554436fe1d5b98e1fe821739af3db3a7509f5650a5edc5fe1b5539,-0.000037
02298d22cc9dfedece18148a6f4b12d5e0933405b92354779177dce017c1edb330,-0.117421
0229ae026e69cb892b51e102c7fbebf1da106dfa27fbd36bc81304de8df2289c39,-0.000038
0229c1054d3febb6da241454da03bd460b18c8a2b6d021df7fcd0ebe9d7bb6a0db,-0.000038
022a080b35d8c3b3948e580ba362b27832b15187e1c68a1c6dbe0ef5ae1140e6f8,-0.000037
022a54317e4e1219b93d6a6ac5baf5c500da41d88a82424906f8c426c3d2bd0e37,-0.111746
022a6fa0cae3cb1e953715f900af24230b2598a2b568d7334c4e5e93921e0f2f83,-0.000038
022a84b5e5ebcbf810079bd7427980651b60ee0bd45b3ae7aa99931307caad8fd2,-0.000037
022add62e5d2a2c1e69606ea395e2e2f9bdf32d682cebb3a9e10720521b9990a2e,-0.000038
022b054f008ab0ec27b555c29c3f9e3871b0b2244780828dba749c83e9d66838c0,-0.115928
022b143c64c688cb7f68e8b49832cce889dcc9aa5abd0416f3d6009699ae86c038,-0.117047
022b8bf64a017eb8bc21450b5ae517ee025fc18c95c8dbf63436533d249b3ecda4,-0.000038
022b9216699bd1a429b53f638d06e66aa2f4c35f2c003135019a698b796d83f25b,-0.000038
022c1dc65993a16b1900af798e6d9d2db03ad83328f89b0da3838cdbef63c8b028,-0.000038
022c1ed6c2e98f87d00bd4c767f95a020dd4cc73dd76a2e438eac33a63b9b8579a,-0.000038
022c44cc8e8137612e77a254baaeb46a912d16f901e680b5f5a3fc396787521275,-0.115031
022d28952fb1bbec9338c46cf4cbfb3633b27f92b2cfe53594445af92d4ad06896,-0.000038
022d2edb949c0a44aa72044b8e098798e1ae3614b546d1cc15c4e46334fa6626fc,-0.000038
022d40fe392f1512a6fa0d67cf57432017d61d7a0f79e966270e9d7da3e4e48375,-0.000037
022d7ac5652a4949d93dd2d7415b78e635deca715ce6ed4dc7b358abee80391c91,-0.000038
022d878db0432d4832e3f358af1eb13354816525fd32fd821a86aa4082e7330e68,-0.000037
022daae65e04baec0ca051b06aecd1ad7efd42ad4151270b67184f5392891d32d9,-0.000037
022dbacb8d4e9da4b67743e1818fcd3dea2094dedc5b0148550f64bd17613e23f6,-0.119698
022dc38cec6e5f5af5bfa9af01b002198eb2496c0e5996a0af15afe709c41829c4,-0.000038
022f1b39d6d001dcf80bb3674103b8531a5ee7e16d234b94b79bc4f781dec4b477,-0.000038
022f4007e32eb8e55f52ee9381a9f8c3e57a476dfcafb56cefd2d6414fb945027b,-0.000038
022f54df46ac30c987437e18f8cb5c730916d323401300d1a79b39d9220a4b5715,-0.111410
022f61491fc7dffb94b8182eaa7cff86d1b7e9d46abda9de26e0750c479e9a9c89,-0.112119
022fbb021365d18f188df2b253127bcf4f514396751d23aae3fda43c0a74c613f8,-0.000037
0230478d134e50e5361460a7b309971ad2410749d2758f67feb17ae5ce43f5c727,-0.000038
02304b3f7ab6b43c4f536967f8c2ca19f9263396e10a73e738bc5dc6e350d919be,-0.101068
0230717e6e8abb5f3bcc753222bc9afd992aa1766ccba942d370d21e30cc1546d7,-0.000038
02308af0b097404b28a93e35b1b745448fa518cb29da5f95748c7eeaf5ac5bf3b6,-0.000038
0230d20cbc1ebf9dffdf3fdffd3d764f5d6c60a4cd0ae6e88dd79a958345615da1,-0.000038
023106dc411245814260967b0c86a734a4d000c620fa7be4af01ec9b1187e305ab,-0.000037
023109b1baf7bf4f53faf936be6dbc6b9236c35ba56de1733e35a75da0a5e4b1b0,-0.000037
023184db41afe635f2348b684b4308c4f8f1556c7254b408e3ce83291cb3c5e8c9,-0.000038
0231c0156051e71f64bbf8c14751ee16432db7696e5bf2a3054e14666863e31dfa,-0.122349
0231c8c9dc81e354f204837cd167a2ca845f741481d614758c19dc4a66827902c2,-0.000037
0231c9a808ac7fceac1c41f72b4896f2d2b9bf58f02a46b747f241b00bc0cc64c8,-0.000037
0231cdb11f410ff1af3e179ce710cc93d0374b1fc80e30d4730051626344fb02bc,-0.120408
02322f5a8bba917a31813fbbc6993d6d7b59206e41181335a99e349c7d9e244772,-0.000037
0232d44dc15232c223544b8c0f198a658355a44bcc6c8ec48a678ec0c47b240c85,-0.000038
0232f78560a6a37ad2ff516d5d0461b1fcef59ba1bb3a65aa363c046006764ffb1,-0.000037
023300ff93465e4877ef49550fa1acb0a70b10d10050b1c497a2a4501eca4824eb,-0.000037
02331490a498c4a6f1314674bcc1b9d30467a3eb4df009b899e2fedb11b28fd637,-0.000037
023394785730e8e2dfee98ed1c090f8754c020dab34f27b5e4a7fe1982c72eca92,-0.000038
02339c2c7844e09a6c3684d863cf487b27a7380a7a4f84e830349fe39811ddf8f5,-0.114994
0233a0b50db8a61f20d242e24b46d87e25499f68fd6e79a295f9849f3e50149216,-0.000037
0233d22091421ec57b35b2de9d302599d063e30942cf83476a0acdce94e8557c60,-0.110812
0233d22a681c6e6c153524b4235993ca12a07a672f1119cdd4e24029649f752cea,-0.000037
02347785450d19a51296ec13ca824861609a9cfe0985de2bb8dd1b80a6c9b7299c,-0.000037
023491dc9843110c68e88501892503b634939e14e1932c46a429fcd63b487121d3,-0.000038
02349ac16e008335626effa11c587087a78f0c2f0329221aa423fe9dff2fd7485a,-0.000037
02349ebb6fcf9b45153e521dcc770bc6fbb255924d2c023fb6df52d26b2052f009,-0.000037
023511e9d02e188c1263ac99b39747b76bd3348dd7e7813706c66c35a22b44adcf,-0.000038
02351ec815b670002f59dce06a0397937fb029fe4b001fa8b68184b34dfaee1530,-0.106519
0235d91a72479399205a943b2ad7801604801e2d5482322892847f2624a006d715,-0.000037
02360d81a1264a878f47563ba2d07b40a5a5bd685911d77b80d22da30b90e05e4e,-0.000038
0236193256c682e28b2ec094277d2abe82645c66093f1493a28de0cbcdc8945a90,-0.000038
023637fc087849d4897ce835203ba6fd889d0d790f6ae697d846fd1e974a3862b6,-0.114135
023726cbc59bd3ee2b2c2ad7044ff04d11ae2f94e0bcb9975e50963bceac1c8de2,-0.000037
02373c793758f1998c4c56177bcb657e44abb429d7bf7a21051339ffa752e64be7,-0.085760
023782f95c64c19a2b9b2b7a51439c6b9ca6158ffaebcb12c38d446b4ccf5e489b,-0.000038
02379df6d66c076625bfc2e1413e9accb884913fc71d35c3ad672ee1f207e3e18c,-0.000038
0237dec42e4a9cbdc2d1e1b38a0717b8b929de762859b1d2cc83d5093b4e07b91e,-0.000037
023822f7d43734772ba876f72cd6a4773ac160e6caf685352242128635ddb9999c,-0.000037
02382e9e3f5c0c39400d548240258d3142521892cae77a73499dfad53e4f2b7237,-0.000037
023865b0b39ac208916981797dab7d16132b6094df99ac009070d508604a01a488,-0.000038
023868a5567267f90e1d61ccf257015f216a10a242af50911804d9f5702f4ed659,-0.000037
0238df0cbbf4b1499049d19fc1e6fc9fac071b1f158e3b54a4037647de3db35d73,-0.000037
02393b54d4d234bf06982b9722b1802dbaa107d15ebd45b4d9e36ccd3629a07163,-0.000037
023997520b8766b61783ed33a54bdbdbcc557abe334be93e2f03c073bca76015d8,-0.101852
0239f56e39d503d5e5c4cb8246e238b584e095ce71755e8be16d30d7d26592b21a,-0.117235
023a68ecdfd8182ff6b058862c2eb36ab335d029f9bfcce4dc366cb7f1663af240,-0.000037
023a760bada936a7643bc80025c44670225871d06f14cd4f79ba820e0db778deb9,-0.000038
023a939a99815198003a9a0c8b2922d7d40613e059b9f98825a276649f31027968,-0.000038
023c23ed4869c45a212ae3a336d40e9c985fe4fe4b2a12366e3dd053300a6502a8,-0.000037
023c29b43ac73117fa43983a98cd29c7ba63a39b17671539de27a6d16d0c58667d,-0.000037
023c7930f19a0831f07acab4ab4f250467e49560242431398536a89332793f55a0,-0.000038
023ca3b804be5ea187843ef25378fa6a52ef5d07c0f11e98e479c8eb91e47174de,-0.000037
023cbe134d336c999d61ba6742e6d8dea183ca4026a9067c4c35cc6ebdb335235d,-0.000038
023da33388456aa31af19ce6f699f0a456da0bb9e3009c4c4af6a1809955644335,-0.000037
023da37054526d2e0a99276d201ed0cf6a9ef19b96dcec28cb09e8b323131821df,-0.083744
023da4d68e0b8524b00eae3faedb1e896aad91ee4b561cb2da5ddb1cd4f043cac3,-0.000038
023e5b2d354f159d18306cf187944be1b89bf95dc18a9e01e7afa6f917ce337d2c,-0.000038
023e7fc1e385fc0651201e6cadc99715dbd5156286039dd7949fad0928b4216ed4,-0.000037
023e8b8a1948b1bd99f91325ba5cc39bc0db6662b7388cd6a94f18986697e2596e,-0.115853
023eb1902879e700ff274ae3bb06c2f0f4ebde9243b51dcebb3624d5e2ac847948,-0.000038
023eb19d837f1ad3dd45a6dd506716cc15ce1772226da8c3a7fa58a7d4de6dbd28,-0.104204
023f208ff3b30b8f201756ed022ef15f5be8588d145644bd85945db8ddf9b55551,-0.000037
023f2c05e2886606e7760c1ed73a3cb0d162ed386e4108c0fa09c79aea9a8bc3bb,-0.112231
023f46199ce221085619595b6fef2c4e607be29c58b9a2aa11bdf4d390ac3d3ecc,-0.000037
023f6d41c8b4a48b4ed66cffe51ae0cc89b01e59a3f94751fb96855f4132164f35,-0.000037
023f7c5ab427ea946dc9bdd03ef619fd9d885198cd511b6a5ca86e4cd8c22502a1,-0.000037
023f8392ee8c8d9752d1d17ebea734035849f131e2a869acd0078055cb12cae012,-0.119698
023fc136d65a67c260a310b4716947047857ce7733670c26896e93a11bb01565c5,-0.000037
02401d737a4dc451b6b5be578bf01687ad113097447e96d5612c4af600219e5fbd,-0.000038
0240598e7b45dcf5deec045b24237e0620f9a519399aba334fae410be46d25e022,-0.000038
0240960b6c1345df65320bfe587640145076bdbf2a368ca060cdf2077a5f12343f,-0.000037
02409f0fc0dddf61a13a73ccdae3b16ba6280acf18cd40a82316e21d036f7bc146,-0.000037
02410136ad6bc70e16f0b13f8fe2c6f4fec9eb0cb4ddba9953ff49c144ebe3679f,-0.079824
